Market Place,Account Holder,Account,Psp Reference,Payment Psp Reference,Payment Merchant Reference,Capture Psp Reference,Capture Merchant Reference,Payout Psp Reference,Chargeback Psp Reference,Booking Date,TimeZone,Description,Main Currency,Main Amount,Record Type,Balance Currency,Pending (BC),Balance (BC),Exchange Rate,Bank account details,US State,Refund terms,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324674631544,863632467407211B,GatewayTestSuite-2dSYzwK1c9bcAtq57gbYSV,863632467407786C,GatewayTestSuite-2dSYzwK1c9bcAtq57gbYSV-capture,,,2021-09-24 0:11:03,PDT,GatewayTestSuite-2dSYzwK1c9bcAtq57gbYSV-capture,USD,21,PendingCredit,USD,21,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324674632922,853632467408301A,GatewayTestSuite-1SY2JsOBpYVjPUp6sgu2Ne,823632467409966C,GatewayTestSuite-1SY2JsOBpYVjPUp6sgu2Ne-capture,,,2021-09-24 0:11:03,PDT,GatewayTestSuite-1SY2JsOBpYVjPUp6sgu2Ne-capture,USD,20.01,PendingCredit,USD,20.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324674632906,823632467403970A,GatewayTestSuite-2qlbBOn2EFW7T2mQwUEEtG,853632467403111J,GatewayTestSuite-2qlbBOn2EFW7T2mQwUEEtG-capture,,,2021-09-24 0:11:03,PDT,GatewayTestSuite-2qlbBOn2EFW7T2mQwUEEtG-capture,USD,19.99,PendingCredit,USD,19.99,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324674631569,883632467409199E,GatewayTestSuite-7j26gixIwuJo7TpxryQ28M,883632467409857H,GatewayTestSuite-7j26gixIwuJo7TpxryQ28M-capture,,,2021-09-24 0:11:03,PDT,GatewayTestSuite-7j26gixIwuJo7TpxryQ28M-capture,USD,20.01,PendingCredit,USD,20.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324674632914,863632467408222H,GatewayTestSuite-71t8FGd8Ls3XIQpfGn3duh,863632467408638E,GatewayTestSuite-71t8FGd8Ls3XIQpfGn3duh-capture,,,2021-09-24 0:11:03,PDT,GatewayTestSuite-71t8FGd8Ls3XIQpfGn3duh-capture,USD,20.01,PendingCredit,USD,20.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324674631585,863632467405355J,GatewayTestSuite-3S4Dj5QHFphxU8Vl2BWgnf,863632467405018C,GatewayTestSuite-3S4Dj5QHFphxU8Vl2BWgnf-capture,,,2021-09-24 0:11:03,PDT,GatewayTestSuite-3S4Dj5QHFphxU8Vl2BWgnf-capture,USD,21,PendingCredit,USD,21,0,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016324674671755,822632467405862K,GatewayTestSuite-78Y1SPXSWK86CZRhRWWHQH,862632467406057B,GatewayTestSuite-1N7titB7OFhOPg4b3ypSce,,,2021-09-24 0:11:07,PDT,GatewayTestSuite-1N7titB7OFhOPg4b3ypSce,USD,-11,PendingDebit,USD,-11,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324674673108,822632467405862K,GatewayTestSuite-78Y1SPXSWK86CZRhRWWHQH,882632467406759A,GatewayTestSuite-78Y1SPXSWK86CZRhRWWHQH-capture,,,2021-09-24 0:11:08,PDT,GatewayTestSuite-78Y1SPXSWK86CZRhRWWHQH-capture,USD,21,PendingCredit,USD,21,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324674673124,852632467406236C,GatewayTestSuite-54vXXyOvIFLhMuv8a2IYh0,862632467406778C,GatewayTestSuite-54vXXyOvIFLhMuv8a2IYh0-capture,,,2021-09-24 0:11:08,PDT,GatewayTestSuite-54vXXyOvIFLhMuv8a2IYh0-capture,USD,21,PendingCredit,USD,21,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324674673116,822632467403964F,GatewayTestSuite-1fCH3LDeHyzZaVJdbnIA3l,862632467403639K,GatewayTestSuite-1fCH3LDeHyzZaVJdbnIA3l-capture,,,2021-09-24 0:11:08,PDT,GatewayTestSuite-1fCH3LDeHyzZaVJdbnIA3l-capture,USD,20.02,PendingCredit,USD,20.02,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8.01632E+15,852632467410551J,GatewayTestSuite-4268d6FnhqxfAiZcgIZDeT,882632467410909F,GatewayTestSuite-4268d6FnhqxfAiZcgIZDeT-capture,,,2021-09-24 0:11:08,PDT,GatewayTestSuite-4268d6FnhqxfAiZcgIZDeT-capture,USD,20.01,PendingCredit,USD,20.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324674673157,852632467410551J,GatewayTestSuite-4268d6FnhqxfAiZcgIZDeT,882632467410257K,GatewayTestSuite-0If61K0TXmQMNA6I9zN6Gw,,,2021-09-24 0:11:08,PDT,GatewayTestSuite-0If61K0TXmQMNA6I9zN6Gw,USD,-20.01,PendingDebit,USD,-20.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324674750104,861632467416265A,GatewayTestSuite-3fCvMbZ82FQzg42HJU9JWK,851632467417767F,GatewayTestSuite-3fCvMbZ82FQzg42HJU9JWK-capture,,,2021-09-24 0:11:15,PDT,GatewayTestSuite-3fCvMbZ82FQzg42HJU9JWK-capture,USD,30.01,PendingCredit,USD,30.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324674750096,881632467417423C,GatewayTestSuite-2RPiszl25UigIhUhYQydlJ,851632467418780H,GatewayTestSuite-2RPiszl25UigIhUhYQydlJ-capture,,,2021-09-24 0:11:15,PDT,GatewayTestSuite-2RPiszl25UigIhUhYQydlJ-capture,USD,30.01,PendingCredit,USD,30.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324674753454,881632467412974K,GatewayTestSuite-4ul34ELZFbICnFx8KcZ44s,861632467413063C,GatewayTestSuite-4ul34ELZFbICnFx8KcZ44s-capture,,,2021-09-24 0:11:15,PDT,GatewayTestSuite-4ul34ELZFbICnFx8KcZ44s-capture,USD,30.02,PendingCredit,USD,30.02,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324674753447,821632467413902F,GatewayTestSuite-5bm2hu3dCljHdGA44pFggp,881632467414342H,GatewayTestSuite-5bm2hu3dCljHdGA44pFggp-capture,,,2021-09-24 0:11:15,PDT,GatewayTestSuite-5bm2hu3dCljHdGA44pFggp-capture,USD,29.99,PendingCredit,USD,29.99,0,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8.91632E+15,,,,,,,2021-09-24 0:25:59,PDT,AffiniPayLLCMP - 941,USD,-2.4,Fee,USD,0,-2.4,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811180944,881632381071346F,GatewayTestSuite-2huiaIYMwfUu0s8JuQxtKe,861632381072290G,GatewayTestSuite-2huiaIYMwfUu0s8JuQxtKe-capture,,,2021-09-24 0:26:14,PDT,GatewayTestSuite-2huiaIYMwfUu0s8JuQxtKe-capture,USD,29.99,Credited,USD,-29.99,29.99,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811180936,821632381070982E,GatewayTestSuite-6HIV3FYNSVmf0ayh90R7WN,851632381071913F,GatewayTestSuite-6HIV3FYNSVmf0ayh90R7WN-capture,,,2021-09-24 0:26:14,PDT,GatewayTestSuite-6HIV3FYNSVmf0ayh90R7WN-capture,USD,30.02,Credited,USD,-30.02,30.02,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811330119,821632381075658F,GatewayTestSuite-0qZ1k4ofCqngsfKFOXooR4,851632381076956K,GatewayTestSuite-0qZ1k4ofCqngsfKFOXooR4-capture,,,2021-09-24 0:26:14,PDT,GatewayTestSuite-0qZ1k4ofCqngsfKFOXooR4-capture,USD,30.01,Credited,USD,-30.01,30.01,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811330085,851632381074210D,GatewayTestSuite-5DVQ9kcpu1aQanO7yoNaOp,861632381075422C,GatewayTestSuite-5DVQ9kcpu1aQanO7yoNaOp-capture,,,2021-09-24 0:26:14,PDT,GatewayTestSuite-5DVQ9kcpu1aQanO7yoNaOp-capture,USD,30.01,Credited,USD,-30.01,30.01,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8916324815609368,,,,,8916324815609368,,2021-09-24 4:05:49,PDT,AffiniPayLLC payout,USD,-120.03,Payout,USD,0,-120.03,,"{""accountNumber"":""1000000001"",""accountType"":""CHECKING"",""bankAccountUUID"":""4b392902-af5c-4181-aa28-4ddfae1fda1a"",""branchCode"":""111900659"",""countryCode"":""US"",""ownerCity"":""PASSED"",""ownerCountryCode"":""US"",""ownerName"":""TestData"",""ownerPostalCode"":""78746"",""ownerState"":""TX"",""ownerStreet"":""N Capital of TX Hwy""}",TX,,,,,,,
AffiniPayLLC,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,8616312205540627,8.91632E+15,,,,,8.91632E+15,,2021-09-24 4:05:49,PDT,AffiniPayLLC payout,USD,-93.51,Payout,USD,0,-93.51,,"{""accountNumber"":""012345678912"",""accountType"":""CHECKING"",""bankAccountUUID"":""5e17767d-7dbb-497a-a558-9cc65b75e49c"",""branchCode"":""111900659"",""countryCode"":""US"",""ownerCity"":""PASSED"",""ownerCountryCode"":""US"",""ownerName"":""TestData"",""ownerPostalCode"":""94108"",""ownerState"":""CA"",""ownerStreet"":""Black Pool Drive, Suite 500""}",CA,,,,,,,
AffiniPayLLC,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,8616312205540627,8016325108610723,852632510846085J,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,8026325108533675,<auto>,,,2021-09-24 12:14:22,PDT,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,USD,10,PendingCredit,USD,10,0,,,,,,,,,,
AffiniPayLLC,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,8616312205540627,8016325108772507,852632347855331B,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,852632510815908J,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,,,2021-09-24 12:14:37,PDT,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,USD,-30,PendingDebit,USD,-30,0,,,,,,,,,,
AffiniPayLLC,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,8616312205540627,8016325145463755,862632514507294H,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,8026325145360074,<auto>,,,2021-09-24 13:15:47,PDT,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,USD,1,PendingCredit,USD,1,0,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8916325511060558,,,,,,,2021-09-24 23:25:06,PDT,AffiniPayLLCMP - 943,USD,-10.52,Fee,USD,0,-10.52,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811160789,852632381064865E,GatewayTestSuite-1guedSLVmXB6PA7HJvujOE,822632381065942D,GatewayTestSuite-1guedSLVmXB6PA7HJvujOE-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-1guedSLVmXB6PA7HJvujOE-capture,USD,20.01,Credited,USD,-20.01,20.01,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811281593,853632381066147D,GatewayTestSuite-44glljfU1F5WZ9z6mGwr4q,863632381066561E,GatewayTestSuite-44glljfU1F5WZ9z6mGwr4q-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-44glljfU1F5WZ9z6mGwr4q-capture,USD,20.01,Credited,USD,-20.01,20.01,,,,,,,,,,
AffiniPayLLC,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,8616312205540627,8016324157820739,852632408827164B,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,822632415723692E,,,,2021-09-24 23:25:16,PDT,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,USD,10,Credited,USD,-10,10,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383543964,883632438302217D,GatewayTestSuite-477HYC5oh49baUYnRLeJxE,823632438302975C,GatewayTestSuite-477HYC5oh49baUYnRLeJxE-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-477HYC5oh49baUYnRLeJxE-capture,USD,20.01,Credited,USD,-20.01,20.01,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323809930185,822632380925622D,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-4CBiNZANPS1qvfvF1Gcz0a,852632380927248C,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-4CBiNZANPS1qvfvF1Gcz0a-capture,,,2021-09-24 23:25:16,PDT,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-4CBiNZANPS1qvfvF1Gcz0a-capture,USD,11,Credited,USD,-11,11,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323809561089,853632380908827E,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-6ynXQdJ3pPO6OOBMlwDWrh,883632380910507F,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-6ynXQdJ3pPO6OOBMlwDWrh-capture,,,2021-09-24 23:25:16,PDT,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-6ynXQdJ3pPO6OOBMlwDWrh-capture,USD,11,Credited,USD,-11,11,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323810660433,883632381014537F,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-5TG5pj9TWkRCtSj3re1Omi,863632381015112J,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-5TG5pj9TWkRCtSj3re1Omi-capture,,,2021-09-24 23:25:16,PDT,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-5TG5pj9TWkRCtSj3re1Omi-capture,USD,20.02,Credited,USD,-20.02,20.02,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323810811697,863632381025701G,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-0JdDJzNLAScOSnQmfqI41a,883632381026638H,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-0JdDJzNLAScOSnQmfqI41a-capture,,,2021-09-24 23:25:16,PDT,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-0JdDJzNLAScOSnQmfqI41a-capture,USD,11,Credited,USD,-11,11,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016323810811739,863632381063651G,GatewayTestSuite-2aCJXmnehkQ0HZUZAfJlPh,8036323810751287,<auto>,,,2021-09-24 23:25:16,PDT,Payment with empty split data - Payment with empty split data,USD,-21,Debited,USD,21,-21,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016323810850067,882632381064512K,GatewayTestSuite-6RjoEgo5m1jOXAr36Th09y,8.02632E+15,<auto>,,,2021-09-24 23:25:16,PDT,Payment with empty split data - Payment with empty split data,USD,-11,Debited,USD,11,-11,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323810200438,863632380960490F,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-4NQo0dTAn6zWTt8VX5e1pl,883632380960207B,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-4NQo0dTAn6zWTt8VX5e1pl-capture,,,2021-09-24 23:25:16,PDT,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-4NQo0dTAn6zWTt8VX5e1pl-capture,USD,20.02,Credited,USD,-20.02,20.02,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016323811281585,863632381061148F,GatewayTestSuite-2vFrwZ61HqDo5kWEqhqQVZ,863632381061638F,GatewayTestSuite-1a9R2seEsKWX1NwbWkDYzL,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-1a9R2seEsKWX1NwbWkDYzL,USD,-21,Debited,USD,21,-21,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811160748,862632381062398H,GatewayTestSuite-46UlopAgM8n4kmUzQ0v95l,862632381062519J,GatewayTestSuite-46UlopAgM8n4kmUzQ0v95l-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-46UlopAgM8n4kmUzQ0v95l-capture,USD,21,Credited,USD,-21,21,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383403425,822632438295953A,GatewayTestSuite-0iKcZOG2S7AduRIt06C64s,882632438295049B,GatewayTestSuite-0iKcZOG2S7AduRIt06C64s-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-0iKcZOG2S7AduRIt06C64s-capture,USD,20.02,Credited,USD,-20.02,20.02,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016323811281569,863632381065671C,GatewayTestSuite-71DXlwxWk8wq95eA6konuM,863632381065554A,GatewayTestSuite-5CcDpuBbDt0UC0OOjJiGn2,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-5CcDpuBbDt0UC0OOjJiGn2,USD,-20.01,Debited,USD,20.01,-20.01,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811281635,863632381062645K,GatewayTestSuite-2dZqsqazJIrFHej9lXnK7R,853632381063847B,GatewayTestSuite-2dZqsqazJIrFHej9lXnK7R-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-2dZqsqazJIrFHej9lXnK7R-capture,USD,21,Credited,USD,-21,21,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811281643,853632381063125C,GatewayTestSuite-4p6T5JU7L11rWdy5oPuYPx,853632381064130B,GatewayTestSuite-4p6T5JU7L11rWdy5oPuYPx-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-4p6T5JU7L11rWdy5oPuYPx-capture,USD,21,Credited,USD,-21,21,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811281668,863632381061148F,GatewayTestSuite-2vFrwZ61HqDo5kWEqhqQVZ,863632381061153F,GatewayTestSuite-2vFrwZ61HqDo5kWEqhqQVZ-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-2vFrwZ61HqDo5kWEqhqQVZ-capture,USD,21,Credited,USD,-21,21,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016324381991181,882632438145388F,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-2NC2VeO1727eaVOZKzYE81,882632438147978B,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-4Is1ipaIlmj9LYMQBNYuhg,,,2021-09-24 23:25:16,PDT,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-4Is1ipaIlmj9LYMQBNYuhg,USD,-11,Debited,USD,11,-11,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016323811281577,883632381067313H,GatewayTestSuite-2E04VaNqDBfNH5iEiU91xX,863632381067257J,GatewayTestSuite-6JM5VQNDhfP5VfxE1GXoEw,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-6JM5VQNDhfP5VfxE1GXoEw,USD,-20.01,Debited,USD,20.01,-20.01,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811281627,863632381059125H,GatewayTestSuite-4xIZ1USXCo2SkvqNPUUxoh,853632381059812B,GatewayTestSuite-4xIZ1USXCo2SkvqNPUUxoh-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-4xIZ1USXCo2SkvqNPUUxoh-capture,USD,20.02,Credited,USD,-20.02,20.02,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324381992148,882632438145388F,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-2NC2VeO1727eaVOZKzYE81,852632438147743C,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-2NC2VeO1727eaVOZKzYE81-capture,,,2021-09-24 23:25:16,PDT,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-2NC2VeO1727eaVOZKzYE81-capture,USD,11,Credited,USD,-11,11,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324382290278,882632438163484K,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-14TQ8XJnlcF1O89cUve9zb,852632438164738A,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-14TQ8XJnlcF1O89cUve9zb-capture,,,2021-09-24 23:25:16,PDT,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-14TQ8XJnlcF1O89cUve9zb-capture,USD,11,Credited,USD,-11,11,,,,,,,,,,
