Market Place,Account Holder,Account,Psp Reference,Payment Psp Reference,Payment Merchant Reference,Capture Psp Reference,Capture Merchant Reference,Payout Psp Reference,Chargeback Psp Reference,Booking Date,TimeZone,Description,Main Currency,Main Amount,Record Type,Balance Currency,Pending (BC),Balance (BC),Exchange Rate,Bank account details,US State,Refund terms,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811281593,853632381066147D,GatewayTestSuite-44glljfU1F5WZ9z6mGwr4q,863632381066561E,GatewayTestSuite-44glljfU1F5WZ9z6mGwr4q-capture,,,2021-09-23 0:12:09,PDT,GatewayTestSuite-44glljfU1F5WZ9z6mGwr4q-capture,USD,20.01,PendingCredit,USD,20.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811281601,863632381065671C,GatewayTestSuite-71DXlwxWk8wq95eA6konuM,863632381065675D,GatewayTestSuite-71DXlwxWk8wq95eA6konuM-capture,,,2021-09-23 0:12:09,PDT,GatewayTestSuite-71DXlwxWk8wq95eA6konuM-capture,USD,20.01,PendingCredit,USD,20.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811281635,863632381062645K,GatewayTestSuite-2dZqsqazJIrFHej9lXnK7R,853632381063847B,GatewayTestSuite-2dZqsqazJIrFHej9lXnK7R-capture,,,2021-09-23 0:12:09,PDT,GatewayTestSuite-2dZqsqazJIrFHej9lXnK7R-capture,USD,21,PendingCredit,USD,21,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811281643,853632381063125C,GatewayTestSuite-4p6T5JU7L11rWdy5oPuYPx,853632381064130B,GatewayTestSuite-4p6T5JU7L11rWdy5oPuYPx-capture,,,2021-09-23 0:12:09,PDT,GatewayTestSuite-4p6T5JU7L11rWdy5oPuYPx-capture,USD,21,PendingCredit,USD,21,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811281619,883632381067313H,GatewayTestSuite-2E04VaNqDBfNH5iEiU91xX,853632381067892D,GatewayTestSuite-2E04VaNqDBfNH5iEiU91xX-capture,,,2021-09-23 0:12:09,PDT,GatewayTestSuite-2E04VaNqDBfNH5iEiU91xX-capture,USD,20.01,PendingCredit,USD,20.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811281627,863632381059125H,GatewayTestSuite-4xIZ1USXCo2SkvqNPUUxoh,853632381059812B,GatewayTestSuite-4xIZ1USXCo2SkvqNPUUxoh-capture,,,2021-09-23 0:12:09,PDT,GatewayTestSuite-4xIZ1USXCo2SkvqNPUUxoh-capture,USD,20.02,PendingCredit,USD,20.02,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811281668,863632381061148F,GatewayTestSuite-2vFrwZ61HqDo5kWEqhqQVZ,863632381061153F,GatewayTestSuite-2vFrwZ61HqDo5kWEqhqQVZ-capture,,,2021-09-23 0:12:09,PDT,GatewayTestSuite-2vFrwZ61HqDo5kWEqhqQVZ-capture,USD,21,PendingCredit,USD,21,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8.01632E+15,823632381059633E,GatewayTestSuite-6OUxrIOZxEqo07EO7wvdI7,863632381060498F,GatewayTestSuite-6OUxrIOZxEqo07EO7wvdI7-capture,,,2021-09-23 0:12:09,PDT,GatewayTestSuite-6OUxrIOZxEqo07EO7wvdI7-capture,USD,19.99,PendingCredit,USD,19.99,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811330119,821632381075658F,GatewayTestSuite-0qZ1k4ofCqngsfKFOXooR4,851632381076956K,GatewayTestSuite-0qZ1k4ofCqngsfKFOXooR4-capture,,,2021-09-23 0:12:14,PDT,GatewayTestSuite-0qZ1k4ofCqngsfKFOXooR4-capture,USD,30.01,PendingCredit,USD,30.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811330085,851632381074210D,GatewayTestSuite-5DVQ9kcpu1aQanO7yoNaOp,861632381075422C,GatewayTestSuite-5DVQ9kcpu1aQanO7yoNaOp-capture,,,2021-09-23 0:12:14,PDT,GatewayTestSuite-5DVQ9kcpu1aQanO7yoNaOp-capture,USD,30.01,PendingCredit,USD,30.01,0,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8916323819328686,,,,,,,2021-09-23 0:25:32,PDT,AffiniPayLLCMP - 937,USD,-2.4,Fee,USD,0,-2.4,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016322951040017,881632295059068D,GatewayTestSuite-1ll8HAxZ4egtBQdh0AlMvA,861632295060145J,GatewayTestSuite-1ll8HAxZ4egtBQdh0AlMvA-capture,,,2021-09-23 0:25:44,PDT,GatewayTestSuite-1ll8HAxZ4egtBQdh0AlMvA-capture,USD,30.02,Credited,USD,-30.02,30.02,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016322951161193,821632295064957G,GatewayTestSuite-0FEtLCx6d97HJmJod3XEJq,821632295065968C,GatewayTestSuite-0FEtLCx6d97HJmJod3XEJq-capture,,,2021-09-23 0:25:44,PDT,GatewayTestSuite-0FEtLCx6d97HJmJod3XEJq-capture,USD,30.01,Credited,USD,-30.01,30.01,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016322951040025,881632295060878C,GatewayTestSuite-2gHjHhbNC3re2PUED4Wvx5,861632295061523F,GatewayTestSuite-2gHjHhbNC3re2PUED4Wvx5-capture,,,2021-09-23 0:25:44,PDT,GatewayTestSuite-2gHjHhbNC3re2PUED4Wvx5-capture,USD,29.99,Credited,USD,-29.99,29.99,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016322951161201,881632295063111F,GatewayTestSuite-4QjLaqtHtpwnityqlxuv3m,861632295063555F,GatewayTestSuite-4QjLaqtHtpwnityqlxuv3m-capture,,,2021-09-23 0:25:44,PDT,GatewayTestSuite-4QjLaqtHtpwnityqlxuv3m-capture,USD,30.01,Credited,USD,-30.01,30.01,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8916323952343476,,,,,8916323952343476,,2021-09-23 4:07:03,PDT,AffiniPayLLC payout,USD,-397.12,Payout,USD,0,-397.12,,"{""accountNumber"":""1000000001"",""accountType"":""CHECKING"",""bankAccountUUID"":""4b392902-af5c-4181-aa28-4ddfae1fda1a"",""branchCode"":""111900659"",""countryCode"":""US"",""ownerCity"":""PASSED"",""ownerCountryCode"":""US"",""ownerName"":""TestData"",""ownerPostalCode"":""78746"",""ownerState"":""TX"",""ownerStreet"":""N Capital of TX Hwy""}",TX,,,,,,,
AffiniPayLLC,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,8616312205540627,8016324089380877,882632408923782A,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,8026324089321259,<auto>,,,2021-09-23 7:55:39,PDT,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,USD,10,PendingCredit,USD,10,0,,,,,,,,,,
AffiniPayLLC,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,8616312205540627,8016324157820739,852632408827164B,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,822632415723692E,,,,2021-09-23 9:49:42,PDT,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,USD,10,PendingCredit,USD,10,0,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016324381991181,882632438145388F,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-2NC2VeO1727eaVOZKzYE81,882632438147978B,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-4Is1ipaIlmj9LYMQBNYuhg,,,2021-09-23 16:03:19,PDT,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-4Is1ipaIlmj9LYMQBNYuhg,USD,-11,PendingDebit,USD,-11,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324381992148,882632438145388F,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-2NC2VeO1727eaVOZKzYE81,852632438147743C,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-2NC2VeO1727eaVOZKzYE81-capture,,,2021-09-23 16:03:19,PDT,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-2NC2VeO1727eaVOZKzYE81-capture,USD,11,PendingCredit,USD,11,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324382290278,882632438163484K,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-14TQ8XJnlcF1O89cUve9zb,852632438164738A,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-14TQ8XJnlcF1O89cUve9zb-capture,,,2021-09-23 16:03:50,PDT,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-14TQ8XJnlcF1O89cUve9zb-capture,USD,11,PendingCredit,USD,11,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324382591329,823632438197994B,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-20fm7wQgsA9U9PktzvcGtT,863632438197727B,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-20fm7wQgsA9U9PktzvcGtT-capture,,,2021-09-23 16:04:19,PDT,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-20fm7wQgsA9U9PktzvcGtT-capture,USD,20.02,PendingCredit,USD,20.02,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383052032,853632438251969D,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-6kiU2BG1KYG1BJnGfg1i10,883632438251699D,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-6kiU2BG1KYG1BJnGfg1i10-capture,,,2021-09-23 16:05:06,PDT,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-6kiU2BG1KYG1BJnGfg1i10-capture,USD,20.02,PendingCredit,USD,20.02,0,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016324383062098,882632438300195F,GatewayTestSuite-0pAJafG28EwGaffiG5coAv,8026324383050224,<auto>,,,2021-09-23 16:05:06,PDT,Payment with empty split data - Payment with empty split data,USD,-11,PendingDebit,USD,-11,0,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8.01632E+15,862632438299237A,GatewayTestSuite-14o7xxIITEsscXj3ChHAzW,8.02632E+15,<auto>,,,2021-09-23 16:05:06,PDT,Payment with empty split data - Payment with empty split data,USD,-21,PendingDebit,USD,-21,0,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016324383202611,823632438300929B,GatewayTestSuite-5tHupV3qmcLvPxtL4YQWXf,8036324383113558,<auto>,,,2021-09-23 16:05:20,PDT,Payment with empty split data - Payment with empty split data,USD,-22,PendingDebit,USD,-22,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383222676,822632438262973H,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-7ewPm8YqTFp4pnuRwGF6st,862632438262587B,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-7ewPm8YqTFp4pnuRwGF6st-capture,,,2021-09-23 16:05:22,PDT,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-7ewPm8YqTFp4pnuRwGF6st-capture,USD,11,PendingCredit,USD,11,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383403425,822632438295953A,GatewayTestSuite-0iKcZOG2S7AduRIt06C64s,882632438295049B,GatewayTestSuite-0iKcZOG2S7AduRIt06C64s-capture,,,2021-09-23 16:05:40,PDT,GatewayTestSuite-0iKcZOG2S7AduRIt06C64s-capture,USD,20.02,PendingCredit,USD,20.02,0,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016324383543972,883632438297068H,GatewayTestSuite-4ddVvyz6KsgilA60Knjpdc,883632438298131C,GatewayTestSuite-28ki3gT1mGyNSzbBmgTFGO,,,2021-09-23 16:05:54,PDT,GatewayTestSuite-28ki3gT1mGyNSzbBmgTFGO,USD,-21,PendingDebit,USD,-21,0,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8.01632E+15,863632438298068J,GatewayTestSuite-7MolywNuY1oIsdxBCOAM3K,823632438298875A,GatewayTestSuite-0xGoK1PxuqWTNT85qtO2u5,,,2021-09-23 16:05:54,PDT,GatewayTestSuite-0xGoK1PxuqWTNT85qtO2u5,USD,-11,PendingDebit,USD,-11,0,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016324383540986,853632438301147G,GatewayTestSuite-5iLfCs9nvu9onNW216zwRz,883632438302207E,GatewayTestSuite-1amlLDvC2MWnQwXN67Xduz,,,2021-09-23 16:05:54,PDT,GatewayTestSuite-1amlLDvC2MWnQwXN67Xduz,USD,-20.01,PendingDebit,USD,-20.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383543964,883632438302217D,GatewayTestSuite-477HYC5oh49baUYnRLeJxE,823632438302975C,GatewayTestSuite-477HYC5oh49baUYnRLeJxE-capture,,,2021-09-23 16:05:54,PDT,GatewayTestSuite-477HYC5oh49baUYnRLeJxE-capture,USD,20.01,PendingCredit,USD,20.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383543956,853632438301147G,GatewayTestSuite-5iLfCs9nvu9onNW216zwRz,853632438301920G,GatewayTestSuite-5iLfCs9nvu9onNW216zwRz-capture,,,2021-09-23 16:05:54,PDT,GatewayTestSuite-5iLfCs9nvu9onNW216zwRz-capture,USD,20.01,PendingCredit,USD,20.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383540994,853632438295762A,GatewayTestSuite-500IStMTn7savmO0Zrf6wS,863632438296184F,GatewayTestSuite-500IStMTn7savmO0Zrf6wS-capture,,,2021-09-23 16:05:54,PDT,GatewayTestSuite-500IStMTn7savmO0Zrf6wS-capture,USD,19.99,PendingCredit,USD,19.99,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8.01632E+15,863632438299631C,GatewayTestSuite-3GFmF7uwY6xfVC2MRfHC4h,883632438300629B,GatewayTestSuite-3GFmF7uwY6xfVC2MRfHC4h-capture,,,2021-09-23 16:05:54,PDT,GatewayTestSuite-3GFmF7uwY6xfVC2MRfHC4h-capture,USD,21,PendingCredit,USD,21,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383541018,883632438299144E,GatewayTestSuite-7hIILe7vGidCYebGOKO5jD,853632438299091A,GatewayTestSuite-7hIILe7vGidCYebGOKO5jD-capture,,,2021-09-23 16:05:54,PDT,GatewayTestSuite-7hIILe7vGidCYebGOKO5jD-capture,USD,21,PendingCredit,USD,21,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383541026,883632438297068H,GatewayTestSuite-4ddVvyz6KsgilA60Knjpdc,853632438298067B,GatewayTestSuite-4ddVvyz6KsgilA60Knjpdc-capture,,,2021-09-23 16:05:54,PDT,GatewayTestSuite-4ddVvyz6KsgilA60Knjpdc-capture,USD,21,PendingCredit,USD,21,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383541034,863632438298068J,GatewayTestSuite-7MolywNuY1oIsdxBCOAM3K,863632438298073J,GatewayTestSuite-7MolywNuY1oIsdxBCOAM3K-capture,,,2021-09-23 16:05:54,PDT,GatewayTestSuite-7MolywNuY1oIsdxBCOAM3K-capture,USD,21,PendingCredit,USD,21,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383551116,862632438301127K,GatewayTestSuite-1a9qey2HQWwxsCuSS4TQyM,862632438301680H,GatewayTestSuite-1a9qey2HQWwxsCuSS4TQyM-capture,,,2021-09-23 16:05:56,PDT,GatewayTestSuite-1a9qey2HQWwxsCuSS4TQyM-capture,USD,20.01,PendingCredit,USD,20.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383682648,821632438311694C,GatewayTestSuite-5Niy2ZCdsrxJ6KCFfbpy3N,851632438312013B,GatewayTestSuite-5Niy2ZCdsrxJ6KCFfbpy3N-capture,,,2021-09-23 16:06:09,PDT,GatewayTestSuite-5Niy2ZCdsrxJ6KCFfbpy3N-capture,USD,30.01,PendingCredit,USD,30.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383681657,861632438306051J,GatewayTestSuite-0ZwSLkDaSD6G0JvXVsVHRS,881632438307843F,GatewayTestSuite-0ZwSLkDaSD6G0JvXVsVHRS-capture,,,2021-09-23 16:06:09,PDT,GatewayTestSuite-0ZwSLkDaSD6G0JvXVsVHRS-capture,USD,30.02,PendingCredit,USD,30.02,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8.01632E+15,851632438307626H,GatewayTestSuite-3ZlN9Ejf0EwSag7JydQBXA,881632438308857E,GatewayTestSuite-3ZlN9Ejf0EwSag7JydQBXA-capture,,,2021-09-23 16:06:09,PDT,GatewayTestSuite-3ZlN9Ejf0EwSag7JydQBXA-capture,USD,29.99,PendingCredit,USD,29.99,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383681665,861632438312535C,GatewayTestSuite-5qk2Dm83I0EHJq4JmGQBY1,861632438313687A,GatewayTestSuite-5qk2Dm83I0EHJq4JmGQBY1-capture,,,2021-09-23 16:06:09,PDT,GatewayTestSuite-5qk2Dm83I0EHJq4JmGQBY1-capture,USD,30.01,PendingCredit,USD,30.01,0,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016324383712742,822632438303980D,GatewayTestSuite-4lE754yQVM87zP09Iak769,862632438304341D,GatewayTestSuite-3LUDxZqzdzPcWyw3OF2pa9,,,2021-09-23 16:06:11,PDT,GatewayTestSuite-3LUDxZqzdzPcWyw3OF2pa9,USD,-20.01,PendingDebit,USD,-20.01,0,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383711751,822632438303980D,GatewayTestSuite-4lE754yQVM87zP09Iak769,852632438303966K,GatewayTestSuite-4lE754yQVM87zP09Iak769-capture,,,2021-09-23 16:06:11,PDT,GatewayTestSuite-4lE754yQVM87zP09Iak769-capture,USD,20.01,PendingCredit,USD,20.01,0,,,,,,,,,,
